Ticker,Latest_price,sector,industry,marketCap,trailing_PE_ratio,pegRatio,enterpriseValue,ebitda,ebitdaMargins,profitMargins,revenueGrowth,freeCashflow,operatingCashflow,returnOnAssets,returnOnEquity,enterpriseToRevenue,enterpriseToEbitda,priceToBook,beta,forwardEps,currentRatio,quickRatio,debtToEquity,sharesOutstanding,earningsGrowth,fiveYearAvgDividendYield
CDAY,66.85,Technology,Software—Application,10116477952,,28.89,12442441728,17900000,0.018550001,-0.08623,0.258,140637504,-28600000,-0.00215,-0.03908,12.895,695.108,4.548238,1.484076,0.45,1.074,0.089,52.944,151331008,,
GLPI,44.51,Real Estate,REIT—Specialty,11003139072,17.768461,5.55,17199691776,1070323968,0.87863,0.47924,-0.029,493507488,733529984,0.057350002,0.22952999,14.119,16.07,3.6806414,1.036883,2.49,5.695,4.446,206.707,246051008,0.087,6.73
TAP,49,Consumer Defensive,Beverages—Brewers,10654903296,,3.34,17758824448,2299099904,0.23095,-0.04461,0.025,834437504,1470200064,0.03551,-0.03281,1.784,7.724,0.8005751,1.062857,4.11,0.773,0.425,55.598,200584992,0.316,
H,101,Consumer Cyclical,Lodging,11105353728,,-0.66,11089057792,-133000000,-0.13001001,-0.38709998,1.992,181375008,61000000,-0.028670002,-0.11409,10.84,-83.376,3.0964499,1.483636,0.69,3.697,3.584,94.121,50301200,,
DOCS,57,Healthcare,Health Information Services,10688126976,120,,8884775936,92082000,0.33193,0.36451998,0.759,,113839000,,,32.027,96.488,13.794772,,0.58,8.676,8.384,0.08,61632200,7.5,
TPR,39.47,Consumer Cyclical,Luxury Goods,10859894784,13.507872,1.35,13082188800,1391900032,0.22988,0.13698,0.263,924049984,1255500032,0.09085,0.29204,2.161,9.399,3.445657,1.493157,3.93,1.874,1.267,107.286,275143008,-0.036,
NLY,7.11,Real Estate,REIT—Mortgage,10310352896,3.6858475,-1.3,73847717888,,0,0.63592,0.653,,3083070976,0.03445,0.20467,16.468,,0.84774053,1.193933,1.05,0.167,0.147,449.837,1450119936,-0.513,10.9
ALLE,114.13,Industrials,Security & Protection Services,10236993536,22.440031,3.35,12620672000,676800000,0.23455,0.16063,-0.016,474537504,557299968,0.12361,0.54759,4.374,18.648,11.845355,1.143943,5.72,1.515,1.022,175.496,89695904,0.006,0.94
UHS,134.79,Healthcare,Medical Care Facilities,10834000896,10.850036,1.39,14730844160,1998183936,0.16045,0.085209996,0.084,-275455264,703686976,0.07089,0.17104,1.183,7.372,1.726815,1.155844,12.24,1.19,0.992,63.802,73120200,-0.078,0.38
MIDD,182.71,Industrials,Specialty Industrial Machinery,10163481600,23.436378,0.89,12731217920,679894976,0.21836,0.14056,0.288,434118240,554643008,0.065170005,0.20212999,4.089,18.725,4.420867,1.654025,9.6,1.832,0.898,84.399,55626300,1.809,
WFG,96.53,Basic Materials,Lumber & Wood Production,10289228800,3.2910573,0.12,8339470848,4525834240,0.45133,0.29127002,0.86,2798936576,3594216704,0.36093,0.61209,0.832,1.843,1.3913032,2.105263,12.5,2.855,2.081,7.079,104587000,0.1,0.99
GL,105.08,Financial Services,Insurance—Life,10610873344,14.228842,1.36,11584464896,1052897024,0.20872,0.15289,0.069,1411163648,1457840000,0.02249,0.091630004,2.296,11.002,1.2346231,1.10961,8.24,0.361,0.259,22.534,100979000,0.045,0.77
WYNN,93.15,Consumer Cyclical,Resorts & Casinos,10773542912,,0.13,18883407872,312328992,0.09166,-0.2489,1.685,-328392000,-508177984,-0.01897,,5.542,60.46,,2.41974,-0.41,2.22,2.097,,115658000,,
REXR,69.64,Real Estate,REIT—Industrial,10549555200,102.411766,11.5,13782712320,255416992,0.62575,0.26461,0.376,168179248,216288992,0.01525,0.030280001,33.767,53.962,2.578209,0.681558,0.75,1.221,1.134,30.972,151487008,0.084,1.82
BCH,21.14,Financial Services,Banks—Regional,10677496832,11.744445,0.65,8465231360,,0,0.37456,0.371,,,0.01344,0.16561002,,,2.1139998,0.352654,1.89,,,,505084992,1.092,3.72
HSIC,83.47,Healthcare,Medical Distribution,11575118848,19.000683,1.04,13257288704,1016691008,0.08309,0.051209997,0.119,477427008,782788992,0.06306,0.14878,1.083,13.04,3.3584132,0.790649,4.64,1.7,0.726,23.782,138674000,0.162,
DAR,66.53,Consumer Defensive,Packaged Foods,10765085696,20.6039,0.47,11690979328,773526016,0.17378001,0.121300004,0.394,242382624,606286976,0.04881,0.17883,2.627,15.114,3.357727,1.124683,5.33,1.459,0.727,47.235,161808000,0.443,
PSXP,42.4,Energy,Oil & Gas Midstream,9681615872,19.325434,2.29,14783064064,664333312,0.57319,0.63417,0.272,,,,0.26096,12.755,22.252,5.2133284,0.975634,4.23,,,136.034,228340000,1.954,7.52
IVZ,22.47,Financial Services,Asset Management,10363321344,8.881423,0.42,16699130880,1916000000,0.28338,0.20915002,0.169,5408337408,1649400064,0.03101,0.11299,2.47,8.716,0.936211,1.22909,2.79,6.452,1.197,12.808,461207008,0.732,5.32
VST,21.45,Utilities,Utilities—Independent Power Producers,10352370688,,-0.85,22357161984,-243000000,-0.02153,-0.17976,-0.158,-1018625024,494000000,-0.051680002,-0.27949,1.981,-92.005,1.7147654,0.975164,1.5,0.99,0.241,197.347,482628000,-0.989,
RRX,156.58,Industrials,Specialty Industrial Machinery,10609751040,24.20841,0.8,11607034880,556300032,0.16487,0.07857,0.177,256124992,383600000,0.06008,0.10456,3.44,20.865,2.3648639,1.218955,10.38,2.388,1.157,26.535,67759296,0.062,1.26
CNXC,197.2,Technology,Information Technology Services,10317445120,29.869736,0.86,10183948288,925798016,0.17076999,0.06384,0.201,431519360,451161984,0.07952,0.16504999,1.879,11,3.9470787,,10.83,1.644,1.446,53.896,52319700,1.36,
IOT,17.11,Technology,Software—Infrastructure,8561348096,,,6937732096,-128412000,-0.33923998,-0.36573002,,,-156700000,,,18.328,-54.027,,,,1.428,1.15,41.626,465371008,,
ARCC,21.55,Financial Services,Asset Management,9929247744,6.014513,-12.41,18649806848,,0,0.90295,0.256,870550016,-1420999936,0.0405,0.20167999,10.774,,1.1637325,1.184935,1.85,2.403,2.367,117.852,460753984,-0.293,9.26
RGEN,180.68,Healthcare,Medical Instruments & Supplies,9989525504,85.99714,2.85,12371980288,190410000,0.32127997,0.20058,0.895,9748875,84267000,0.05228,0.08371,20.875,64.975,5.823503,0.805194,3.13,2.607,2.127,18.292,55288500,1.148,
GTLB,61.28,Technology,Software—Application,8873344000,,-2.19,10393213952,-216520000,-0.97971,-1.03795,0.585,,-56080000,,,47.027,-48.001,11.291689,,-1.04,5.659,5.488,,12600000,,
BWA,43.56,Consumer Cyclical,Auto Parts,10444425216,13.578554,0.45,14908236800,2388000000,0.15805,0.0507,0.348,567625024,1140000000,0.07359,0.14575,0.987,6.243,1.571542,1.471688,4.72,1.777,1.215,64.8,239771008,-0.245,1.58
SCI,58.95,Consumer Cyclical,Personal Services,9721562112,12.693798,2.64,13979794432,1436386048,0.35291,0.19593,0.126,806883648,975276032,0.04968,0.43298,3.435,9.733,5.0419087,0.718702,2.8,0.79,0.7,197.013,164912000,0.708,1.57
TXG,81.56,Healthcare,Health Information Services,9110822912,,2.86,15265139712,-22786000,-0.04962,-0.99166,0.745,-69802376,-157352992,-0.02585,-0.56032,33.244,-669.935,11.368832,1.422031,-0.3,7.413,6.763,10.022,91586000,,
BRKR,68.84,Healthcare,Medical Devices,10439929856,38.870693,1.88,10926040064,507600000,0.21490999,0.11444,0.191,288375008,346800000,0.087349996,0.26883,4.626,21.525,9.70808,1.23112,2.29,2.159,1.2,78.539,151655008,0.629,0.41
NWL,25.86,Consumer Defensive,Household & Personal Products,11000844288,18.340425,3.15,14972390400,1380999936,0.13186,0.057579998,0.033,770124992,1102000000,0.04476,0.15448,1.43,10.842,2.712967,0.963636,1.88,1.245,0.588,141.582,425400000,-0.38,4.17
ZNGA,8.84,Communication Services,Electronic Gaming & Multimedia,9902391296,,2.88,7000910848,753699968,0.27699,-0.03304,0.4,784548480,301800000,0.05883,-0.03089,2.573,9.289,3.2345407,0.116883,0.41,1.254,1.094,49.391,1120179968,,
WAL,93.08,Financial Services,Banks—Regional,9699122176,11.233406,1.66,13498040320,,0,0.46914002,0.845,,-3048900096,0.01967,0.21886998,7.478,,2.277688,1.53922,9.74,,,,104202000,0.677,
BKI,55.86,Technology,Software—Infrastructure,8675616768,44.903538,2.92,15906779136,500400000,0.34966,0.13577,0.209,460675008,480900000,0.029779999,0.052199997,11.115,31.788,3.8197484,0.685383,2.67,1.351,1.131,78.347,155310000,-0.585,
GFL,28.42,Industrials,Waste Management,9475142656,,,18681796608,1362300032,0.24655001,-0.10982,0.246,613362496,897900032,0.00092,-0.10694,3.381,13.713,1.7140101,,0.58,0.982,0.87,145.228,321334016,,
LUMN,9.94,Communication Services,Telecom Services,10177466368,,-0.57,42078183424,8465999872,0.42404,-0.03827,-0.054,-3390374912,6576000000,0.04287,-0.06143,2.108,4.97,0.9164669,0.980739,1.58,1.41,0.277,269.606,1023889984,0.506,10.43
GLOB,259.45,Technology,Information Technology Services,10734458880,125.58084,0.76,11310691328,180394256,0.15687999,0.0746,0.65,,,0.06192,0.08287,9.836,62.7,8.559317,1.418181,4.65,2.566,2.557,9.466,41373900,1,
ACM,72.72,Industrials,Engineering & Construction,10340929536,62.797928,1.27,13009136640,813548992,0.06098,0.01298,-0.06,653687104,704670016,0.03272,0.10245,0.975,15.991,3.8382773,1.477922,3.86,1.118,0.959,107.717,142202000,,
CAR,160.45,Industrials,Rental & Leasing Services,9057016832,13.5893955,0.33,27506470912,1984999936,0.24509001,0.10038,0.956,-833249984,2607000064,0.055419996,,3.396,13.857,,2.065889,19.51,0.928,0.806,,56447600,15.587,
MMP,47.24,Energy,Oil & Gas Midstream,10083141632,11.396864,1.05,15421491200,1169780992,0.45212,0.35645,0.109,189104496,1146349952,0.07151,0.42084998,5.96,13.183,5.2682056,1.121038,4.33,1.216,0.275,275.895,213444992,0.149,7.07
WSO,259.21,Industrials,Industrial Distribution,10048793600,26.051256,1.98,10700591104,584944000,0.09876,0.06518,0.16,267425632,481272992,0.12144,0.2399,1.807,18.293,5.5855794,0.764318,10.87,2.486,1.14,13.548,33026000,0.31,3.16
TME,5.65,Communication Services,Internet Content & Information,9769584640,16.376812,211.04,-3466215936,4586999808,0.14347,0.11541,0.03,4002125056,6280999936,0.03644,0.07695,-0.108,-0.756,0.18694372,1.127041,0.39,2.621,2.302,10.771,1692569984,-0.353,
TTC,98.2,Industrials,Tools & Accessories,10260525056,25.978836,2.88,10775011328,606371008,0.15314001,0.10351,0.142,335376512,555468992,0.10948,0.36176997,2.721,17.77,8.974593,0.746892,4.59,1.589,0.764,66.133,104486000,-0.145,1.17
GFI,13.08,Basic Materials,Gold,11837635584,12.409867,,10395911168,2260400128,0.54845,0.23169,0.131,502849984,1367399936,0.14307,0.28254,2.522,4.599,2.9740794,0.430973,0.24,2.03,0.905,44.236,887716992,1.416,1.85
RS,174.95,Basic Materials,Steel,10961404928,10.077185,0.46,11464299520,1795699968,0.14671999,0.09162,0.845,222250000,635800000,0.11354999,0.20624,0.937,6.384,1.8715032,0.980259,15.77,4.254,2.315,31.478,62654500,3.073,2.15
SOFI,11.39,Financial Services,Credit Services,9107785728,,-0.26,14353340416,,0,-0.5249,0.343,,-108749000,-0.056399997,-0.1196,16.539,,2.160061,,-0.3,18.302,17.281,63.535,799630016,,
SKM,25.2,Communication Services,Telecom Services,9879408640,4.741473,,10784504545280,5243018936320,0.27018,0.1285,0.05,1586014060544,4957643210752,0.01929,0.096090004,0.556,2.057,0.00037286192,0.75459,4.56,1.112,0.795,47.959,392040000,1.112,4.15
EBR,6.69,Utilities,Utilities—Regulated Electric,10496142336,8.565941,-0.04,42882670592,21159149568,0.59372,0.19424999,0.503,15654368256,4216187904,0.06461,0.091359995,1.203,2.027,0.13787277,0.759516,0.66,1.7,0.844,65.794,1568930048,-0.665,
HUBB,179.35,Industrials,Electrical Equipment & Parts,9758595072,27.088055,2.49,12799280128,717100032,0.15859,0.08026,0.095,329824992,499200000,0.06968,0.17528999,2.831,17.849,4.4994984,1.22909,9.19,1.771,1.03,76.153,54410900,0.01,2.43
TFII,102.28,Industrials,Trucking,9516836864,18.205767,0.88,12170296320,812892032,0.13108,0.086619996,1.237,375698464,829945984,0.07593,0.2823,1.962,14.972,4.49701,1.469191,5.93,0.85,0.785,92.835,93046896,0.556,1.98
BAH,73.03,Industrials,Consulting Services,9778497536,17.063084,2.35,14471724032,899120000,0.11269,0.07401,0.043,488704640,612406016,0.08744001,0.58462,1.814,16.095,9.3592205,0.688831,4.67,1.684,1.6,302.665,133897000,0.165,1.56
CPRI,67.81,Consumer Cyclical,Apparel Manufacturing,10202625024,24.911829,0.23,12999810048,1076000000,0.21298,0.08214,0.171,802875008,883000000,0.071339995,0.17295,2.573,12.082,3.9207861,2.530389,6.03,1.1,0.414,120.423,150459008,0.605,
LSI,126.75,Real Estate,REIT—Industrial,10396186624,44.53619,9.68,14172069888,444521984,0.60155,0.29333,0.326,304889504,395344992,0.03738,0.07809,19.178,31.882,3.2608697,0.398441,3.54,1.54,1.386,66.828,82021200,0.711,4
DOX,79.57,Technology,Software—Infrastructure,9916172288,14.942723,2.25,9747763200,810278016,0.18812999,0.12128,0.017,470436384,713440000,0.05609,0.14031,2.263,12.03,2.765536,0.765788,4.92,1.497,1.312,24.578,124622000,,1.66
CIEN,68.7,Technology,Communication Equipment,10640461824,21.536049,3.12,9505986560,618478976,0.17082001,0.13814999,0.257,356672992,541646016,0.06718,0.18090999,2.625,15.37,3.5227153,0.911486,3.69,3.508,2.87,27.139,154883008,0.57,
SNX,104.59,Technology,Information Technology Services,10041497600,11.125412,2.62,13898233856,887032000,0.02806,0.0125,1.551,-331533760,809787008,0.022349998,0.06453,0.44,15.668,2.294848,1.600696,10.4,1.246,0.732,58.967,96008200,-0.701,1.02
TREX,85.42,Industrials,Building Products & Equipment,9833293824,43.58163,4.03,10945498112,335100000,0.29885998,0.20245,0.451,41656376,287839008,0.22761999,0.35894,9.762,32.663,13.669387,1.366953,2.58,2.647,2.113,5.124,115117000,0.734,
MHK,148.26,Consumer Cyclical,"Furnishings, Fixtures & Appliances",10042005504,2.9714196,0.49,14324337664,2014656000,0.18180001,0.098570004,0.094,772643136,1504579968,0.06241,0.12918,1.293,7.11,1.1529847,1.494545,15.63,1.946,1.037,30.789,67732400,0.369,
COUP,115.97,Technology,Software—Application,8660697088,,9.85,12690282496,-113182000,-0.16273001,-0.49518,0.397,290482624,124312000,-0.0577,-0.49683,18.245,-112.123,9.285771,1.417662,0.75,0.816,0.77,172.578,74680496,,
NRG,38.43,Utilities,Utilities—Independent Power Producers,9409163264,3.8522456,0.12,18973024256,5106999808,0.23245001,0.11111,1.353,615875008,2305999872,0.13147001,0.81204003,0.864,3.715,2.3067226,0.84,3.7,1.213,0.268,215.718,244839008,5.471,1.38
PNR,57.81,Industrials,Specialty Industrial Machinery,9566283776,19.13605,1.2,12499765248,704000000,0.19708,0.14201,0.214,425912512,613400000,0.091400005,0.23118,3.499,17.755,4.0915847,1.074805,3.75,1.23,0.679,33.433,165478000,0.302,1.9
ERIE,181.81,Financial Services,Insurance Brokers,9506826240,31.131847,3.29,9515981824,343958496,0.13192001,0.11721,0.053,220964000,372155008,0.09085,0.24119,3.65,27.666,7.387647,0.455144,6.06,1.353,1.264,7.332,46189100,0.008,2.21
DKS,103.85,Consumer Cyclical,Specialty Retail,8994023424,7.986618,0.39,11352900608,2235229952,0.18524,0.11547,0.139,1206890368,1641900032,0.15383,0.59898996,0.941,5.079,3.3778949,1.762077,11.04,1.516,0.548,120.727,62910300,0.511,2.19
AMC,17.9,Communication Services,Entertainment,9188606976,,0.04,17234675712,-883100032,-0.58147997,-1.36992,5.387,-711875008,-1018499968,-0.07632,,11.348,-19.516,,1.483341,-0.75,1.103,1.031,,513329984,,
MNDY,194.76,Technology,Software—Application,8514907136,,,11928578048,-153848992,-0.58554,-0.60723996,0.949,,-8113000,,,45.399,-77.534,12.11194,,-2.56,4.405,4.329,,43720000,,
LII,251.98,Industrials,Specialty Industrial Machinery,9221636096,19.403973,1.49,12948470784,694099968,0.16752,0.118769996,0.005,335412512,562499968,0.1899,,3.125,18.655,,0.832727,13.94,1.077,0.568,,36596700,-0.003,1.08
LW,66.5,Consumer Defensive,Packaged Foods,9713521664,38,3.68,11215129600,589100032,0.1557,0.06827,0.129,220612496,464400000,0.06007,0.68027,2.964,19.038,22.727272,0.707532,2.7,2.669,1.832,645.461,146068000,-0.672,1.16
FHN,18.1,Financial Services,Banks—Regional,9787575296,10.319271,0.85,-3978946560,,0,0.28542998,0.421,,1013000000,0.01196,0.123050004,-1.121,,1.2708889,1.443636,1.51,,,,540750016,-0.568,3.33
DLO,31.55,Technology,Software—Infrastructure,9308133376,144.06392,,9221646336,74706000,0.36889,0.32535,1.225,,106807000,,,45.535,123.439,36.5162,,0.44,1.807,1.729,1.582,160974000,1,
AGCO,128.01,Industrials,Farm & Heavy Construction Machinery,9579525120,12.934221,0.53,10539529216,1218000000,0.11383,0.07012,0.091,290124992,713900032,0.06927,0.24927999,0.985,8.653,3.0230963,1.330461,10.48,1.355,0.449,55.944,74834200,0.148,0.82
LEA,171.77,Consumer Cyclical,Auto Parts,10240344064,18.774729,0.42,13465569280,1692899968,0.086260006,0.02823,-0.129,229362496,904000000,0.05432,0.13869001,0.686,7.954,2.2152724,1.526753,15.42,1.332,0.857,61.747,59616600,,1.52
AXON,128.47,Industrials,Aerospace & Defense,8796033024,,3.87,9798743040,-98031000,-0.11243,-0.023710001,0.394,163774496,145882000,-0.04915,-0.020580001,11.238,-99.956,7.794091,0.388051,1.89,2.958,2.574,0.611,68467600,,
GXO,81.21,Industrials,Specialty Business Services,9310157824,74.504585,0.57,12045281280,582000000,0.07818,0.01679,0.246,,239000000,,,1.618,20.696,4.0546207,,2.59,0.872,0.743,119.298,114643000,2.961,
LAD,322.66,Consumer Cyclical,Auto & Truck Dealerships,9834548224,9.483864,0.37,13077084160,1537100032,0.07511,0.04675,0.704,913737472,1730800000,0.10696,0.30537,0.639,8.508,2.152157,1.691428,37.27,1.41,0.459,90.852,30279600,0.474,0.86
GME,121.53,Consumer Cyclical,Specialty Retail,9278912512,,1.79,10564630528,-95600000,-0.01626,-0.026080001,0.291,-168137504,-159200000,-0.03308,-0.14709,1.797,-110.509,5.228446,-1.902857,-0.82,1.9,1.079,38.053,76350800,,
DKNG,17.29,Consumer Cyclical,Gambling,7028852224,,1.08,9750777856,-1281048064,-1.11889,-1.25737,0.602,-3362875,-457276992,-0.25585,-0.75352997,8.517,-7.612,3.8379579,2.015518,-2.46,3.176,2.596,72.381,406527008,,
CLF,19.09,Basic Materials,Steel,9546737664,4.686963,0.14,17254113280,4233999872,0.24398,0.12441,2.648,-331550016,1440999936,0.16226,0.8146,0.994,4.075,2.3889375,2.175874,5.81,2.179,0.729,124.709,500091008,,
FIVE,166.3,Consumer Cyclical,Specialty Retail,9317023744,35.671387,0.89,12412167168,442936000,0.16341,0.09686,0.275,76184624,369324992,0.090500005,0.29454002,4.579,28.022,9.017461,1.306493,5.86,1.522,0.507,125.862,56025400,0.194,
SEE,69.31,Consumer Cyclical,Packaging & Containers,10268761088,22.821863,1.66,13398210560,1008899968,0.18882,0.08761,0.137,341524992,704300032,0.08641,6.04073,2.508,13.28,81.06432,1.28987,4.12,1.024,0.603,3033.907,148156992,-0.177,1.53
COLM,96.38,Consumer Cyclical,Apparel Manufacturing,6285623808,21.894592,0.64,5893051392,432855008,0.14863,0.10057,0.148,394392128,458399008,0.087340005,0.16258,2.024,13.614,3.3573692,0.906234,5.51,3.25,1.864,21.157,65217100,0.617,0.94
DBX,23.02,Technology,Software—Infrastructure,8804459520,,1,9913357312,423400000,0.20195,-0.0642,0.129,689312512,737800000,0.05529,-0.39088002,4.729,23.414,,0.948205,1.59,1.75,1.676,,299561984,1.407,
TEVA,8.15,Healthcare,Drug Manufacturers—Specialty & Generic,8989531136,12.348484,0.86,32364230656,4296000000,0.26468,0.04473,-0.023,1498875008,673000000,0.03703,0.069860004,1.994,7.534,0.85879874,1.311168,2.63,1.028,0.515,211.082,1103010048,,
AQN,13.92,Utilities,Utilities—Renewable,9352764416,14.652632,2.38,18345502720,762676992,0.34954,0.27197,0.404,-741825024,204940000,0.01681,0.08517,8.408,24.054,1.7696415,0.192554,0.76,0.619,0.348,101.284,671894016,,4.29
YMM,8.52,Technology,Software—Application,9251442688,,,-18318784512,-5162048000,-1.26583,-1.25281,0.689,,,-0.12946999,-0.2201,-4.492,3.549,0.2828122,,0.25,13.196,11.929,,1085849984,,
SYNH,78.99,Healthcare,Diagnostics & Research,8190630912,33.175137,1.17,12655483904,649830016,0.1305,0.050359998,0.227,403784000,378624992,0.0339,0.07816,2.541,19.475,2.4668956,1.756715,5.1,1.045,0.977,96.722,103692000,0.25,
FRT,118.08,Real Estate,REIT—Retail,9185384448,39.151196,8.93,15196634112,556220992,0.60783,0.26367,0.203,267867248,467543008,0.02392,0.09538999,16.607,27.321,3.9908073,1.125194,2.29,1.29,0.751,156.281,77789504,,3.62
RDY,56.91,Healthcare,Drug Manufacturers—Specialty & Generic,9440515072,36.248405,-14.48,2310040576,45925998592,0.22153999,0.12695,0.079,6123375104,30254999552,0.081149995,0.14645,0.011,0.05,0.051335894,0.118226,2.73,1.994,1.21,14.822,165884992,34.697,
BEP,34.07,Utilities,Utilities—Renewable,9369589760,,-0.93,48470659072,2401999872,0.60397,-0.09228,0.114,411000000,751000000,0.012560001,-0.00546,12.188,20.179,2.059108,0.694339,0.06,0.738,0.451,100.232,275009984,,4.99
AZPN,142.86,Technology,Software—Application,9560005632,29.89954,4.1,10322406400,381425984,0.5222,0.44699,0.183,325709760,272369984,0.18022,0.54402,14.132,27.063,13.814912,1.357922,5.29,3.39,3.292,46.966,66918700,0.208,
CFR,141.7,Financial Services,Banks—Regional,9028415488,21.34679,1.98,-4367690752,,0,0.32305,0.094,,,,0.10226,-3.185,,2.1343575,1.298856,5.81,,,,63715000,0.109,2.79
CABO,1474.87,Communication Services,Telecom Services,8916282368,27.527018,3.34,13986337792,768216000,0.50875,0.22068001,0.269,265254000,705676992,0.053460002,0.21391001,9.262,18.206,5.1498117,0.538181,52.69,2.012,1.901,230.637,6045470,-0.24,0.71
ARMK,37.77,Consumer Cyclical,Restaurants,9686645760,,-3.54,16938551296,742136000,0.061350003,-0.00751,0.319,432625376,657078976,0.00795,-0.03367,1.4,22.824,3.5511472,1.958441,2.12,1.014,0.807,289.135,256464000,,1.23
BSAC,19.4,Financial Services,Banks—Regional,9139631104,9.7,0.89,8970034176,,0,0.40848,0.235,,,0.01314,0.21964,,,1.7962962,0.454545,2.39,,,,471115008,0.263,4.55
HTZ,18.31,Industrials,Rental & Leasing Services,8479891456,15.347862,-0.32,18197594112,1535000064,0.2318,0.050890002,0.756,-1476999936,1232999936,0.04319,0.11106,2.748,11.855,2.0526905,,2.51,2.191,1.575,179.083,463128992,,
Y,687.8,Financial Services,Insurance—Property & Casualty,9422240768,14.16859,0.2,10168285184,1213485056,0.1092,0.06099,0.136,185655632,1827241984,0.021470001,0.08336,0.915,8.379,1.0674025,0.669816,70,1.513,0.92,27.978,13699100,,
KNX,53.87,Industrials,Trucking,8940102656,14.3233185,0.73,12107800576,1331411968,0.24389,0.115600005,0.357,304536640,1082150016,0.05158,0.103640005,2.218,9.094,1.4211094,1.287272,4.91,1.647,1.372,35.02,165956992,0.732,0.75
UTHR,196.5,Healthcare,Biotechnology,8849672192,19.818457,11.96,7765466624,625400000,0.37784,0.27936,0.17,486387488,549800000,0.07598,0.13002,4.692,12.417,2.3100252,0.552727,15.81,7.456,6.916,20.889,45036500,-0.109,
WF,36.97,Financial Services,Banks—Regional,8972101632,4.631091,,42031502065664,,0,0.28685,0.376,,-30887798374400,0.0063,0.094680004,5.099,,0.00035440538,0.561061,4.88,,,,242686000,0.626,
DNA,4.65,Healthcare,Biotechnology,6913294336,,,8483013632,-173943008,-0.88117,-1.39976,4.834,,-147616000,,,42.974,-48.769,4.454023,,-0.11,20.049,19.819,1.005,1188710016,,
GGB,4.98,Basic Materials,Steel,8493788672,3.7331336,3.34,18152265728,21728245760,0.30859,0.18455,0.744,5063822848,7289910784,0.176,0.35871,0.258,0.835,0.20675053,1.263716,0.83,2.695,1.344,43.775,1705580032,6.095,2.04
JEF,36.55,Financial Services,Financial Conglomerates,8975254528,6.0633707,0.34,31004164096,2455789056,0.27073,0.18259001,0.173,-2234664960,854635008,0.02624,0.16389,3.418,12.625,0.8644954,1.470129,3.9,1.206,0.716,219.783,245560992,0.407,2.12
BHC,23.93,Healthcare,Drug Manufacturers—Specialty & Generic,8598791168,,0.59,30766981120,3278000128,0.38787997,-0.13845,-0.013,2399375104,1796000000,0.034140002,-4.4653797,3.641,9.386,,1.650422,6.09,0.979,0.445,,359331008,1.604,
DXC,35.62,Technology,Information Technology Services,8984753152,23.43421,0.33,12416433152,1880999936,0.11169,0.02316,-0.116,1012875008,67000000,0.00778,0.080129996,0.737,6.601,1.8827633,2.398961,4.3,1.083,0.956,125.162,252239008,,
PBCT,20.76,Financial Services,Banks—Regional,8885798912,29.572649,1.27,10894404608,,0,0.31164,-0.143,,,0.00947,0.07803,5.613,,1.1633512,0.99453,1.09,,,,428024992,,4.47
OC,98.07,Industrials,Building Products & Equipment,9854759936,10.394276,0.37,11647521792,1922000000,0.23179,0.12060001,0.162,1036625024,1586000000,0.09275,0.24493,1.405,6.06,2.3667254,1.551168,9.5,1.864,1.222,73.641,100487000,0.33,1.35
LEVI,22.02,Consumer Cyclical,Apparel Manufacturing,8852788224,19.766607,-5.67,10869779456,729238016,0.13344,0.08366,0.409,444580864,727572992,0.06358,0.32645,1.989,14.906,5.4995003,1.14019,1.54,1.826,1.209,154.799,96611904,5.911,
GRUB,8.16,Consumer Cyclical,Internet Retail,8716103680,,-3.57,11659878400,-257500000,-0.08214,-0.18437,1.619,94687504,-151000000,-0.019919999,-0.052550003,3.719,-45.281,0.6472594,0.368566,1.17,1.722,1.555,16.343,1063110016,,
AIZ,165.54,Financial Services,Insurance—Specialty,9431922688,7.3128066,0.97,8673367040,1177500032,0.11188,0.13189,0.11,3807937536,967400000,0.01637,0.09041,0.824,7.366,1.6585678,0.633515,12.09,0.461,0.163,38.331,56976700,,2.08
NCLH,21.2,Consumer Cyclical,Travel Services,8838110208,,0.12,19488792576,-1677369984,0,0,22.486,-2179349248,-2789967872,-0.08347,-1.05374,114.554,-11.619,2.7207394,2.698181,-0.02,1.116,0.995,454.661,416892000,,
NVEI,53.15,Technology,Software—Infrastructure,7621870080,66.27182,0.9,9355310080,228708992,0.36455002,0.18045,0.962,241948992,246175008,0.04605,0.085719995,14.912,40.905,4.7320156,,2.01,1.287,0.461,32.328,66823700,,
PCOR,64.1,Technology,Software—Application,8514274816,,,7335960064,-209846000,-0.4388,-0.54707,0.295,,52086000,,,15.34,-34.959,7.5411763,,-0.65,3.737,3.611,7.989,132828000,,
FIVN,115.09,Technology,Software—Infrastructure,7831759360,,6.03,9308096512,9885000,0.01753,-0.100389995,0.376,95919752,39661000,-0.01481,-0.2612,16.507,941.639,45.779633,0.4545,1.12,3.639,3.249,483.63,68049000,,
ST,57.15,Technology,Scientific & Technical Instruments,9056732160,24.350237,0.57,11635020800,893118016,0.23548001,0.09842,0.206,412193632,659662976,0.0499,0.13369,3.068,13.027,3.008845,1.358844,4.06,3.98,3.158,141.148,158472992,0.086,
CCJ,20.22,Energy,Uranium,8046791168,,-2.56,9014170624,307001984,0.1967,-0.02177,-0.047,566498624,656619008,0.0061799996,-0.00699,5.775,29.362,1.6557484,0.760377,0.29,6.343,4.65,20.939,397961984,,1.38
